# Jede Quelle je Stoffgroesse, mit Provenienz.  Ein LEERES Feld heisst,
# dass die Quelle die Angabe NICHT gemacht hat -- es heisst nie null.
# selected=yes markiert die eine Quelle, die eine Rechnung benutzt; die
# Auswahlregel steht in include/es/material_data.hpp und wird von
# tools/fetch_material_data.py mechanisch angewandt.
# n_non_ambient zaehlt Punkte abseits des Umgebungsdrucks: sie bleiben im
# Datensatz, tragen aber keinen Umgebungsdruckwert.
property,unit,database_id,selected,status,value_at_T,value_near_T,T_near_K,uncertainty_at_T,T_min_K,T_max_K,n_points,n_non_ambient,frequency_resolved,states_method,states_purity,states_water,method,purity,water_content,sample_source,constraints,reference,paper_title
dynamic_viscosity,Pa s,msChq,no,measured,4.300000000e-02,4.300000000e-02,2.991000000e+02,8.000000000e-03,2.991000000e+02,2.991000000e+02,1,0,no,yes,yes,yes,"Cone and plate viscometry","98 mass %","0.002 water mass %(dried by vacuum heating)","synthesized by the authors","","McEwen, A. B.; Ngo, H. L.; LeCompte, K.; Goldman, J. L. (1999) J. Electrochem. Soc. 146(5), 1687-1695.","Electrochemical Properties of Imidazolium Salt Electrolytes for Electrochemical Capacitor Applications"
dynamic_viscosity,Pa s,Ggcjo,yes,measured,3.637000000e-02,3.637000000e-02,2.981500000e+02,7.600000000e-04,2.831500000e+02,3.731500000e+02,19,0,no,yes,yes,yes,"Concentric cylinders viscometry","99 mass %","0.0100 water mass %(dried by vacuum heating)","commercial source","","Miranda, Carlos F.P.; Santos, Luis M.N.B.F. (2025) Fluid Phase Equilib. 597, 114458.","Impact of nanostructuration on the transport properties of ionic liquids"
dynamic_viscosity,Pa s,yElBS,no,measured,3.600000000e-02,3.600000000e-02,2.981000000e+02,1.000000000e-03,2.981000000e+02,2.981000000e+02,1,0,no,yes,no,no,"Cone and plate viscometry","","","synthesized by the authors","","Nakamura, K.; Shikata, T. (2010) ChemPhysChem 11(1), 285-294.","Systematic Dielectric and NMR Study of the Ionic Liquid 1-Alkyl-3-Methyl Imidazolium"
dynamic_viscosity,Pa s,Pmcvv,no,measured,3.810000000e-02,nan,nan,nan,2.931500000e+02,3.231500000e+02,4,0,no,yes,yes,yes,"Falling or rolling sphere viscometry","99 mass %","0.0340 water mass %(dried by vacuum heating)","commercial source","","Narsimlu, V.; Reddy, K.C. Sekara; Krishna, T. Viaya; Mohan, T. Madhu; Rao, V. Srinivasa (2019) J. Chem. Thermodyn. 139, 105891.","Thermodynamic and theoretical investigations on [Emim][Bf4]/[Bmim][Bf4] and aniline binary mixtures"
dynamic_viscosity,Pa s,gYCnl,no,measured,3.884000000e-02,3.884000000e-02,2.981500000e+02,3.600000000e-04,2.781500000e+02,3.631500000e+02,18,0,no,yes,yes,yes,"Concentric cylinders viscometry","99 mass %","0.03 water mass %(dried by vacuum heating)","commercial source","","Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.","Systematic Study of the Thermophysical Properties of Imidazolium- Based Ionic Liquids with Cyano-Functionalized Anions"
dynamic_viscosity,Pa s,ORIXr,no,measured,3.700000000e-02,3.700000000e-02,2.981500000e+02,4.000000000e-03,2.981500000e+02,2.981500000e+02,1,0,no,yes,no,no,"Oscillating disk viscometry","","","synthesized by the authors","","Nishida, T.; Tashiro, Y.; Yamamoto, M. (2003) J. Fluorine Chem. 120, 135-141.","Physical and electrochemical properties of 1-alkyl-3-methylimidazolium tetrafluoroborate for electrolyte"
dynamic_viscosity,Pa s,OhwlC,no,measured,3.223500000e-02,nan,nan,nan,2.730000000e+02,3.530000000e+02,9,0,no,yes,no,no,"Cone and plate viscometry","","","synthesized by the authors","","Noda, A.; Hayamizu, K.; Watanabe, M. (2001) J. Phys. Chem. B 105, 4603-4610.","Pulsed-Gradient Spin-Echo 1H and 19F NMR Ionic Diffusion Coefficient, Viscosity, and Ionic Conductivity of Non-Chloroaluminate Room-Temperature Ionic Liquids"
dynamic_viscosity,Pa s,fvxjt,no,measured,3.690000000e-02,3.690000000e-02,2.981500000e+02,1.900000000e-03,2.881500000e+02,3.181500000e+02,4,0,no,yes,yes,yes,"Concentric cylinders viscometry","98 % (basis not specified)","0.022 water mass %","commercial source","","Rilo, E.; Pico, J.; Garcia-Garabal, S.; Segade, Luisa; Varela, L. M.; Cabeza, Oscar (2010) J. Chem. Eng. Data 55(2), 639-644.","Electrical Conductivity and Viscosity of Aqueous Binary Mixtures of 1-Alkyl-3-methyl Imidazolium Tetrafluoroborate at Four Temperatures"
dynamic_viscosity,Pa s,RsolW,no,measured,3.690000000e-02,3.690000000e-02,2.981500000e+02,1.200000000e-03,2.881500000e+02,3.181500000e+02,4,0,no,yes,yes,yes,"Concentric cylinders viscometry","98 % (basis not specified)","0.00022 water mass %","commercial source","","Rilo, E.; Vila, J.; Garcia, M.; Varela, L. M.; Cabeza, O. (2010) J. Chem. Eng. Data 55(11), 5156-5163.","Viscosity and Electrical Conductivity of Binary Mixtures of CnMIM-BF4 with Ethanol at 288 K, 298 K, 308 K, and 318 K"
dynamic_viscosity,Pa s,nfhke,no,measured,3.907850000e-02,nan,nan,nan,2.825500000e+02,3.236500000e+02,54,50,no,yes,no,no,"Stony Brook Scientific falling needle HPHTV-100 viscometer","","","commercial source","","Sanmamed, Y. A.; Gonzalez-Salgado, D.; Troncoso, J.; Romani, L.; Baylaucq, A.; Boned, C. (2010) J. Chem. Thermodyn. 42(4), 553-563.","Experimental methodology for precise determination of density of RTILs as a function of temperature and pressure using vibrating tube densimeters"
dynamic_viscosity,Pa s,MNOJj,no,measured,3.617000000e-02,3.617000000e-02,2.981500000e+02,9.800000000e-04,2.691500000e+02,3.531500000e+02,12,0,no,yes,no,no,"Capillary tube (Ostwald; Ubbelohde) method","","","synthesized by the authors","","Schreiner, C.; Zugmann, S.; Hartl, R.; Gores, H. J. (2010) J. Chem. Eng. Data 55(5), 1784-1788.","Fractional Walden Rule for Ionic Liquids: Examples from Recent Measurements and a Critique of the So-Called Ideal KCl Line for the Walden Plot"
dynamic_viscosity,Pa s,tvrlz,no,measured,5.470000000e-02,nan,nan,nan,2.831500000e+02,3.131500000e+02,4,0,no,yes,no,no,"Cone and plate viscometry","","","synthesized by the authors","","Seddon, K. R.; Stark, A.; Torres, M.-J. (2002) ACS Symp. Ser. 819, 34-49.","Viscosity and Density of 1-Alkyl-3-methylimidazolium Ionic Liquids"
dynamic_viscosity,Pa s,wHHbE,no,measured,nan,nan,nan,nan,2.931500000e+02,2.931500000e+02,1,0,no,yes,no,no,"Cone and plate viscometry","","","synthesized by the authors","","Seddon, K.; Stark, A.; Torres, M.-J. (2000) Pure Appl. Chem. 72(12), 2275-2287.","Influence of chloride, water, and organic solvents on the physical properties of ionic liquids"
dynamic_viscosity,Pa s,YoAlq,no,measured,3.680882353e-02,3.700000000e-02,2.980000000e+02,4.000000000e-04,2.830000000e+02,3.529000000e+02,15,0,no,yes,no,no,"Concentric cylinders viscometry","","","commercial source","","Seki, S.; Kobayashi, T.; Kobayashi, Y.; Takei, K.; Miyashiro, H.; Hayamizu, K.; Tsuzuki, S.; Mitsugi, T.; Umebayashi, Y. (2010) J. Mol. Liq. 152(1-3), 9-13.","Effects of cation and anion on physical properties of room-temperature ionic liquids"
dynamic_viscosity,Pa s,McoOT,no,measured,3.265000000e-02,nan,nan,nan,2.831000000e+02,3.631500000e+02,9,0,no,yes,no,no,"Concentric cylinders viscometry","","","commercial source","","Shamsipur, M.; Beigi, A. A. M.; Teymouri, M.; Pourmortazavi, S. M.; Irandoust, M. (2010) J. Mol. Liq. 157, 43-50.","Physical and electrochemical properties of ionic liquids 1-ethyl-3-methylimidazolium  tetrafluoroborate, 1-butyl-3-methylimidazolium trifluoromethanesulfonate and  1-butyl-1-methylpyrrolidinium bis(trifluoromethylsulfonyl)imide"
dynamic_viscosity,Pa s,MzyDH,no,measured,3.750000000e-02,3.750000000e-02,2.981500000e+02,3.000000000e-03,2.931500000e+02,3.431500000e+02,11,0,no,yes,no,no,"Concentric cylinders viscometry","","","synthesized by the authors","","Song, D.; Chen, J. (2014) J. Chem. Eng. Data 59(2), 257-262.","Density and Viscosity Data for Mixtures of Ionic Liquids with a Common Anion"
dynamic_viscosity,Pa s,PNlgL,no,measured,3.680000000e-02,3.680000000e-02,2.981000000e+02,6.500000000e-03,2.981000000e+02,2.981000000e+02,1,0,no,yes,yes,yes,"Cone and plate viscometry","98 mass %","0.01 water mass %;0.0 halide impurity mass %(dried in a desiccator)","commercial source","","Stoppa, A.; Buchner, R.; Hefter, G. (2010) J. Mol. Liq. 153, 46-51.","How ideal are binary mixtures of room-temperature ionic liquids?"
dynamic_viscosity,Pa s,eJWGE,no,measured,3.607000000e-02,3.607000000e-02,2.980000000e+02,7.500000000e-04,2.980000000e+02,2.980000000e+02,1,0,no,yes,no,no,"moving piston","","","synthesized by the authors","","Van Valkenburg, M. E.; Vaughn, R. L.; Williams, M.; Wilkes, J. S. (2005) Thermochim. Acta 425(1-2), 181-188.","Thermochemistry of ionic liquid heat-transfer fluids"
dynamic_viscosity,Pa s,TZkKJ,no,measured,4.100000000e-02,4.100000000e-02,2.981500000e+02,1.700000000e-03,2.781500000e+02,3.181500000e+02,5,0,no,yes,yes,yes,"Falling or rolling sphere viscometry","98 mass %","0.06 water mass %;2 halide impurity mass %(dried by vacuum heating)","commercial source","","Vercher, E.; Llopis, F. J.; Gonzalez-Alfaro, V.; Miguel, P. J.; Orchilles, V.; Martinez-Andreu, A. (2015) J. Chem. Thermodyn. 90, 174-184.","Volumetric properties, viscosities and refractive indices of binary liquid mixtures of tetrafluoroborate-based ionic liquids with methanol at several temperatures"
dynamic_viscosity,Pa s,TSRlH,no,measured,3.900000000e-02,3.900000000e-02,2.981500000e+02,2.000000000e-03,2.981500000e+02,2.981500000e+02,1,0,no,yes,no,no,"Concentric cylinders viscometry","","","synthesized by the authors","","Wang, R.; Qi, X.; Liu, S.; He, Y.; Deng, Y. (2016) J. Mol. Liq. 221, 339-345.","A comparison study on the properties of 1,3-dialkylimidazolium tetrafluoroborate salts prepared by halogen-free and traditional method"
dynamic_viscosity,Pa s,uqWWS,no,measured,3.600000000e-02,3.600000000e-02,2.981500000e+02,2.000000000e-03,2.981500000e+02,2.981500000e+02,1,0,no,yes,no,no,"Concentric cylinders viscometry","","","synthesized by the authors","","Wang, R.; Qi, X.; Liu, S.; He, Y.; Deng, Y. (2016) J. Mol. Liq. 221, 339-345.","A comparison study on the properties of 1,3-dialkylimidazolium tetrafluoroborate salts prepared by halogen-free and traditional method"
dynamic_viscosity,Pa s,MfXbF,no,measured,2.940000000e-02,nan,nan,nan,2.531500000e+02,3.331500000e+02,9,0,no,yes,no,no,"Falling or rolling sphere viscometry","","","commercial source","","Yambou, E. P.; Gorska, B.; Beguin, F. (2020) J. Mol. Liq. 298, 111959.","Binary mixtures of ionic liquids based on EMIm cation and fluorinated anions: physico-chemical characterization in view of their application as low-temperature electrolytes"
dynamic_viscosity,Pa s,FKcTI,no,measured,3.720000000e-02,3.720000000e-02,2.981500000e+02,7.500000000e-03,2.931500000e+02,3.331500000e+02,9,0,no,yes,yes,yes,"Capillary tube (Ostwald; Ubbelohde) method","97 mass %","0.16 water mass %(dried by vacuum heating)","commercial source","","Yang, Fuxin; Wang, Bangju; Jiao, Yanhao; Tan, Houzhang; Wang, Xiaopo (2023) J. Chem. Thermodyn. 181, 107038.","Density and viscosity of three ionic liquids with 2,2,2-trifluoroethanol"
dynamic_viscosity,Pa s,mgxcp,no,measured,3.720000000e-02,3.720000000e-02,2.981500000e+02,2.400000000e-03,2.931500000e+02,3.231500000e+02,7,0,no,yes,no,no,"Capillary tube (Ostwald; Ubbelohde) method","","","synthesized by the authors","","Zhang, S.; Li, X.; Chen, H.; Wang, J.; Zhang, J.; Zhang, M. (2004) J. Chem. Eng. Data 49(4), 760-764.","Determination of Physical Properties for the Binary System of 1-Ethyl-3-methylimidazolium Tetrafluoroborate + H2O"
kinematic_viscosity,m^2/s,wUwVk,no,measured,2.750000000e-05,2.750000000e-05,2.981500000e+02,1.000000000e-06,2.931500000e+02,3.731500000e+02,11,0,no,yes,no,no,"Capillary tube (Ostwald; Ubbelohde) method","","","synthesized by the authors","","Fuller, J.; Carlin, R. T.; Osteryoung, R. A. (1997) J. Electrochem. Soc. 144(11), 3881-3886.","The Room Temperature Ionic Liquid 1-Ethyl-3-methylimidazolium Tetrafluoroborate: Electrochemical Couples and Physical Properties"
kinematic_viscosity,m^2/s,ojBhA,no,measured,2.778000000e-05,nan,nan,nan,2.831500000e+02,3.131500000e+02,4,0,no,yes,no,no,"Capillary tube (Ostwald; Ubbelohde) method","","","commercial source","","Gutierrez, A.; Atilhan, M.; Alcalde, R.; Trenzado, J.L.; Aparicio, S. (2018) J. Mol. Liq. 255, 199-207.","Insights on the mixtures of imidazolium based ionic liquids with molecular solvents"
kinematic_viscosity,m^2/s,ktoAE,no,measured,2.710000000e-05,2.710000000e-05,2.981500000e+02,7.200000000e-07,2.831500000e+02,3.131500000e+02,7,0,no,yes,no,no,"Capillary tube (Ostwald; Ubbelohde) method","","","commercial source","","Trenzado, J. L.; Rodrguez, Y.; Gutirrez, A.; Cincotti, A.; Aparicio, S. (2021) J. Mol. Liq. 334, 116049.","Experimental and molecular modeling study on the binary mixtures of [EMIM][BF4] and [EMIM][TFSI] ionic liquids"
electrical_conductivity,S/m,VHMHq,no,measured,1.310000000e+00,1.310000000e+00,2.981500000e+02,1.000000000e-02,2.931500000e+02,3.731500000e+02,11,0,no,yes,no,no,"Alternating current cell with electrodes","","","synthesized by the authors","","Fuller, J.; Carlin, R. T.; Osteryoung, R. A. (1997) J. Electrochem. Soc. 144(11), 3881-3886.","The Room Temperature Ionic Liquid 1-Ethyl-3-methylimidazolium Tetrafluoroborate: Electrochemical Couples and Physical Properties"
electrical_conductivity,S/m,udULf,no,measured,1.380000000e+00,1.380000000e+00,2.981500000e+02,1.000000000e-02,2.931500000e+02,3.731500000e+02,11,0,no,yes,no,no,"Alternating current cell with electrodes","","","synthesized by the authors","","Fuller, J.; Carlin, R. T.; Osteryoung, R. A. (1997) J. Electrochem. Soc. 144(11), 3881-3886.","The Room Temperature Ionic Liquid 1-Ethyl-3-methylimidazolium Tetrafluoroborate: Electrochemical Couples and Physical Properties"
electrical_conductivity,S/m,IoLiTec-IL-0006,no,manufacturer_spec,1.410000000e+00,1.410000000e+00,2.981500000e+02,nan,2.981500000e+02,2.981500000e+02,1,0,no,no,yes,no,"",">98% (Datenblatt Seite 1/4, Abschnitt 2)","","Hersteller IoLiTec","","IoLiTec Ionic Liquids Technologies GmbH, Technical Data Sheet 1-Ethyl-3-methylimidazolium tetrafluoroborate, Produktcode IL-0006, CAS 143314-16-3, Revision Date 2/13/2012, Date Issued 11/2/2012, Seite 2/4, Abschnitt 3 PROPERTIES.","Technical Data Sheet IL-0006"
electrical_conductivity,S/m,cOHnx,no,measured,1.300000000e+00,1.300000000e+00,2.991000000e+02,1.000000000e-01,2.991000000e+02,2.991000000e+02,1,0,no,yes,yes,yes,"Alternating current cell with electrodes","98 mass %","0.002 water mass %(dried by vacuum heating)","synthesized by the authors","","McEwen, A. B.; Ngo, H. L.; LeCompte, K.; Goldman, J. L. (1999) J. Electrochem. Soc. 146(5), 1687-1695.","Electrochemical Properties of Imidazolium Salt Electrolytes for Electrochemical Capacitor Applications"
electrical_conductivity,S/m,YOBUW,no,measured,1.558488821e+00,1.564000000e+00,2.982600000e+02,4.700000000e-02,2.835300000e+02,3.327500000e+02,11,0,no,yes,yes,yes,"Alternating current cell with electrodes","99 mass %","0.0100 water mass %(dried by vacuum heating)","commercial source","","Miranda, Carlos F.P.; Santos, Luis M.N.B.F. (2025) Fluid Phase Equilib. 597, 114458.","Impact of nanostructuration on the transport properties of ionic liquids"
electrical_conductivity,S/m,DlQDy,no,measured,1.516500000e+00,1.516500000e+00,2.981000000e+02,3.000000000e-02,2.981000000e+02,2.981000000e+02,1,0,no,yes,no,no,"Alternating current cell with electrodes","","","synthesized by the authors","","Nakamura, K.; Shikata, T. (2010) ChemPhysChem 11(1), 285-294.","Systematic Dielectric and NMR Study of the Ionic Liquid 1-Alkyl-3-Methyl Imidazolium"
electrical_conductivity,S/m,pTtBt,no,measured,1.400000000e+00,1.400000000e+00,2.981000000e+02,4.000000000e-02,2.981000000e+02,2.981000000e+02,1,0,no,yes,no,no,"Direct current cell with electrodes","","","synthesized by the authors","","Nishida, T.; Tashiro, Y.; Yamamoto, M. (2003) J. Fluorine Chem. 120, 135-141.","Physical and electrochemical properties of 1-alkyl-3-methylimidazolium tetrafluoroborate for electrolyte"
electrical_conductivity,S/m,rvgDb,no,measured,1.374380500e+00,nan,nan,nan,2.630000000e+02,3.730000000e+02,12,0,no,yes,no,no,"Direct current cell with electrodes","","","synthesized by the authors","","Noda, A.; Hayamizu, K.; Watanabe, M. (2001) J. Phys. Chem. B 105, 4603-4610.","Pulsed-Gradient Spin-Echo 1H and 19F NMR Ionic Diffusion Coefficient, Viscosity, and Ionic Conductivity of Non-Chloroaluminate Room-Temperature Ionic Liquids"
electrical_conductivity,S/m,VQneZ,no,measured,1.630000000e+00,1.630000000e+00,2.981500000e+02,1.600000000e-01,2.981500000e+02,2.981500000e+02,1,0,yes,yes,yes,yes,"crison conductivimeter","98 % (basis not specified)","0.022 water mass %","commercial source","","Rilo, E.; Pico, J.; Garcia-Garabal, S.; Segade, Luisa; Varela, L. M.; Cabeza, Oscar (2010) J. Chem. Eng. Data 55(2), 639-644.","Electrical Conductivity and Viscosity of Aqueous Binary Mixtures of 1-Alkyl-3-methyl Imidazolium Tetrafluoroborate at Four Temperatures"
electrical_conductivity,S/m,RBQct,no,measured,1.630000000e+00,1.630000000e+00,2.981500000e+02,1.000000000e-03,2.981500000e+02,2.981500000e+02,1,0,no,yes,yes,yes,"Crison GLP 31+ conductivimeter","98 % (basis not specified)","0.00022 water mass %","commercial source","","Rilo, E.; Vila, J.; Garcia, M.; Varela, L. M.; Cabeza, O. (2010) J. Chem. Eng. Data 55(11), 5156-5163.","Viscosity and Electrical Conductivity of Binary Mixtures of CnMIM-BF4 with Ethanol at 288 K, 298 K, 308 K, and 318 K"
electrical_conductivity,S/m,Iepdk,no,measured,1.572500000e+00,1.572500000e+00,2.981500000e+02,1.300000000e-02,2.381500000e+02,3.531500000e+02,13,0,no,yes,no,no,"Symmetrical Wheatstone bridge","","","synthesized by the authors","","Schreiner, C.; Zugmann, S.; Hartl, R.; Gores, H. J. (2010) J. Chem. Eng. Data 55(5), 1784-1788.","Fractional Walden Rule for Ionic Liquids: Examples from Recent Measurements and a Critique of the So-Called Ideal KCl Line for the Walden Plot"
electrical_conductivity,S/m,TCbEh,no,measured,1.553000000e+00,1.553000000e+00,2.981500000e+02,1.600000000e-02,2.981500000e+02,2.981500000e+02,1,0,no,yes,yes,yes,"capillary cell","98 mass %","0.01 water mass %;0.0 halide impurity mass %(dried in a desiccator)","commercial source","","Stoppa, A.; Buchner, R.; Hefter, G. (2010) J. Mol. Liq. 153, 46-51.","How ideal are binary mixtures of room-temperature ionic liquids?"
electrical_conductivity,S/m,ARlTi,no,measured,1.553000000e+00,1.553000000e+00,2.981500000e+02,1.600000000e-02,2.981500000e+02,2.981500000e+02,1,0,no,yes,no,no,"Alternating current cell with electrodes","","","commercial source","","Stoppa, A.; Hunger, J.; Buchner, R. (2009) J. Chem. Eng. Data 54(2), 472-479.","Conductivities of Binary Mixtures of Ionic Liquids with Polar Solvents"
electrical_conductivity,S/m,NoOyp,no,measured,1.553000000e+00,1.553000000e+00,2.981500000e+02,1.600000000e-02,2.981500000e+02,2.981500000e+02,1,0,no,yes,no,no,"Alternating current cell with electrodes","","","synthesized by the authors","","Stoppa, A.; Hunger, J.; Buchner, R. (2009) J. Chem. Eng. Data 54(2), 472-479.","Conductivities of Binary Mixtures of Ionic Liquids with Polar Solvents"
electrical_conductivity,S/m,JpHfk,no,measured,1.546000000e+00,1.546000000e+00,2.981500000e+02,1.500000000e-02,2.480500000e+02,4.681500000e+02,23,0,no,yes,no,no,"Alternating current cell with electrodes","","","synthesized by the authors","","Stoppa, A.; Zech, O.; Kunz, W.; Buchner, R. (2010) J. Chem. Eng. Data 55(5), 1768-1773.","The Conductivity of Imidazolium-Based Ionic Liquids from (-35 to 195) deg C. A. Variation of Cation s Alkyl Chain"
electrical_conductivity,S/m,GSqsS,no,measured,9.100000000e-01,9.100000000e-01,2.981000000e+02,4.000000000e-02,2.981000000e+02,2.981000000e+02,1,0,no,yes,no,no,"Alternating current cell with electrodes","","","commercial source","","Tomimatsu, Y.; Suetsugu, H.; Yoshimura, Y.; Shimizu, A. (2019) J. Mol. Liq. 279, 120-126.","The solubility of cellulose in binary mixtures of ionic liquids and dimethyl sulfoxide: Influence of the anion"
electrical_conductivity,S/m,DxIZM,yes,measured,1.558357143e+00,1.571000000e+00,2.981000000e+02,3.100000000e-02,2.491000000e+02,4.331000000e+02,72,0,no,yes,yes,yes,"Alternating current cell with electrodes","98 mass %","0.1 water mass %","commercial source","","Vila, J.; Fernandez-Castro, B.; Rilo, E.; Carrete, J.; Dominguez-Perez, M.; Rodriguez, J. R.; Garcia, M.; Varela, L. M.; Cabeza, O. (2012) Fluid Phase Equilib. 320, 1-10.","Liquid-solid-liquid phase transition hysteresis loops in the ionic conductivity of ten imidazolium-based ionic liquids"
electrical_conductivity,S/m,UeHGJ,no,measured,nan,nan,nan,nan,2.034000000e+02,2.876000000e+02,111,0,no,yes,yes,yes,"Alternating current cell with electrodes","98 mass %","0.1 water mass %","commercial source","","Vila, J.; Fernandez-Castro, B.; Rilo, E.; Carrete, J.; Dominguez-Perez, M.; Rodriguez, J. R.; Garcia, M.; Varela, L. M.; Cabeza, O. (2012) Fluid Phase Equilib. 320, 1-10.","Liquid-solid-liquid phase transition hysteresis loops in the ionic conductivity of ten imidazolium-based ionic liquids"
electrical_conductivity,S/m,hMpny,no,measured,1.573170000e+00,1.571000000e+00,2.981000000e+02,3.100000000e-01,2.581000000e+02,4.331000000e+02,36,0,no,yes,no,no,"Alternating current cell with electrodes","","","commercial source","","Vila, J.; Gines, P.; Pico, J. M.; Franjo, C.; Jimenez, E.; Varela, L. M.; Cabeza, O. (2006) Fluid Phase Equilib. 242(2), 141-146.","Temperature dependence of the electrical conductivity in EMIM-based ionic liquids Evidence of Vogel Tamman Fulcher behavior"
electrical_conductivity,S/m,ZmJef,no,measured,1.630000000e+00,1.630000000e+00,2.981500000e+02,1.600000000e-01,2.981500000e+02,2.981500000e+02,1,0,no,yes,no,no,"Alternating current cell with electrodes","","","commercial source","","Vila, J.; Gines, P.; Rilo, E.; Cabeza, O.; Varela, L. M. (2006) Fluid Phase Equilib. 247(1-2), 32-39.","Great increase of the electrical conductivity of ionic liquids in aqueous solutions"
electrical_conductivity,S/m,ATMtQ,no,measured,1.530000000e+00,1.530000000e+00,2.981000000e+02,1.000000000e-02,2.981000000e+02,2.981000000e+02,1,0,no,yes,no,no,"Alternating current cell with electrodes","","","synthesized by the authors","","Wang, R.; Qi, X.; Liu, S.; He, Y.; Deng, Y. (2016) J. Mol. Liq. 221, 339-345.","A comparison study on the properties of 1,3-dialkylimidazolium tetrafluoroborate salts prepared by halogen-free and traditional method"
electrical_conductivity,S/m,OTsVo,no,measured,1.570000000e+00,1.570000000e+00,2.981000000e+02,1.000000000e-02,2.981000000e+02,2.981000000e+02,1,0,no,yes,no,no,"Alternating current cell with electrodes","","","synthesized by the authors","","Wang, R.; Qi, X.; Liu, S.; He, Y.; Deng, Y. (2016) J. Mol. Liq. 221, 339-345.","A comparison study on the properties of 1,3-dialkylimidazolium tetrafluoroborate salts prepared by halogen-free and traditional method"
electrical_conductivity,S/m,dNpJO,no,measured,1.524000000e+00,1.524000000e+00,2.981500000e+02,1.600000000e-01,2.981500000e+02,3.281500000e+02,3,0,no,yes,yes,yes,"Alternating current cell with electrodes","99 mass %","0.728 water mass %(dried in a desiccator)","commercial source","","Xu, Jimin; Zuo, Mengcheng; Tong, Junbo; Liu, Xiangyang; He, Maogang (2025) J. Chem. Eng. Data 70(8), 3165-3177.","Experimental Study of the Thermoelectric Properties in Ionic Liquid + Organic Solvent Hybrid System"
electrical_conductivity,S/m,rtYFN,no,measured,1.567080000e+00,1.569000000e+00,2.982000000e+02,2.800000000e-02,2.932000000e+02,3.532000000e+02,11,0,no,yes,yes,yes,"Alternating current cell with electrodes","97 mass %","0.9 water mass %(none used)","commercial source","Pressure of 1 atm","Yu, Y.-H.; Soriano, A. N.; Li, M. -H. (2009) J. Chem. Thermodyn. 41(1), 103-108.","Heat capacities and electrical conductivities of 1-ethyl-3-methylimidazolium-based ionic liquids "
relative_permittivity,-,DRzTI,no,measured,1.290000000e+01,1.290000000e+01,2.981500000e+02,7.000000000e-01,2.981500000e+02,2.981500000e+02,1,0,no,yes,no,no,"Coaxial cylinder capacitor","","","","","Bennett, E. L.; Song, C.; Huang, Y.; Xiao, J. (2019) J. Mol. Liq. 294, 111571.","Measured relative complex permittivities for multiple series of ionic liquids"
relative_permittivity,-,feYBx,no,measured,1.170000000e+01,7.700000000e+00,2.981500000e+02,4.000000000e-01,2.981500000e+02,2.981500000e+02,18,0,yes,yes,no,no,"Coaxial cylinder capacitor","","","","","Bennett, E. L.; Song, C.; Huang, Y.; Xiao, J. (2019) J. Mol. Liq. 294, 111571.","Measured relative complex permittivities for multiple series of ionic liquids"
relative_permittivity,-,XmvpF,no,measured,1.360000000e+01,1.360000000e+01,2.981000000e+02,6.000000000e-01,2.981000000e+02,2.981000000e+02,1,0,no,yes,no,no,"Parallel plate capacitor","","","synthesized by the authors","","Nakamura, K.; Shikata, T. (2010) ChemPhysChem 11(1), 285-294.","Systematic Dielectric and NMR Study of the Ionic Liquid 1-Alkyl-3-Methyl Imidazolium"
relative_permittivity,-,iwnEy,no,measured,1.280000000e+01,1.280000000e+01,2.981000000e+02,1.000000000e+00,2.981000000e+02,2.981000000e+02,1,0,no,yes,no,no,"Coaxial line","","","commercial source","","Wakai, Chihiro; Oleinikova, Alla; Ott, Magnus; Weingartner, Hermann (2005) J. Phys. Chem. B 109(36), 17028-17030.","How Polar Are Ionic Liquids? Determination of the Static Dielectric Constant of an Imidazolium-based Ionic Liquid by Microwave Dielectric Spectroscopy"
