# Jeder einzelne Messpunkt.  uncertainty = 0 heisst 'nicht angegeben',
# nicht 'null'.  pressure_Pa = 0 heisst 'nicht angegeben', was in
# diesen Zusammenstellungen Umgebungsdruck bedeutet.
property,database_id,selected,T_K,value,uncertainty,pressure_Pa,frequency_Hz,ambient
density,NnkaN,no,3.031500000e+02,1.287000000e+03,2.000000000e+00,1.200000000e+07,0.000000000e+00,no
density,NnkaN,no,3.031500000e+02,1.287800000e+03,1.600000000e+00,1.400000000e+07,0.000000000e+00,no
density,NnkaN,no,3.031500000e+02,1.290400000e+03,1.600000000e+00,2.000000000e+07,0.000000000e+00,no
density,NnkaN,no,3.031500000e+02,1.294500000e+03,1.600000000e+00,3.000000000e+07,0.000000000e+00,no
density,NnkaN,no,3.031500000e+02,1.298600000e+03,1.600000000e+00,4.000000000e+07,0.000000000e+00,no
density,NnkaN,no,3.031500000e+02,1.302600000e+03,1.700000000e+00,5.000000000e+07,0.000000000e+00,no
density,NnkaN,no,3.031500000e+02,1.306400000e+03,1.700000000e+00,6.000000000e+07,0.000000000e+00,no
density,NnkaN,no,3.081500000e+02,1.277900000e+03,1.600000000e+00,1.000000000e+05,0.000000000e+00,yes
density,NnkaN,no,3.081500000e+02,1.278800000e+03,1.600000000e+00,2.000000000e+06,0.000000000e+00,no
density,NnkaN,no,3.081500000e+02,1.279700000e+03,1.600000000e+00,4.000000000e+06,0.000000000e+00,no
density,NnkaN,no,3.081500000e+02,1.280600000e+03,1.600000000e+00,6.000000000e+06,0.000000000e+00,no
density,NnkaN,no,3.081500000e+02,1.281500000e+03,1.600000000e+00,8.000000000e+06,0.000000000e+00,no
density,NnkaN,no,3.081500000e+02,1.282300000e+03,1.600000000e+00,1.000000000e+07,0.000000000e+00,no
density,NnkaN,no,3.081500000e+02,1.283200000e+03,1.600000000e+00,1.200000000e+07,0.000000000e+00,no
density,NnkaN,no,3.081500000e+02,1.284100000e+03,1.600000000e+00,1.400000000e+07,0.000000000e+00,no
density,NnkaN,no,3.081500000e+02,1.286700000e+03,1.600000000e+00,2.000000000e+07,0.000000000e+00,no
density,NnkaN,no,3.081500000e+02,1.290800000e+03,1.600000000e+00,3.000000000e+07,0.000000000e+00,no
density,NnkaN,no,3.081500000e+02,1.295000000e+03,1.600000000e+00,4.000000000e+07,0.000000000e+00,no
density,NnkaN,no,3.081500000e+02,1.298900000e+03,1.700000000e+00,5.000000000e+07,0.000000000e+00,no
density,NnkaN,no,3.081500000e+02,1.302800000e+03,1.700000000e+00,6.000000000e+07,0.000000000e+00,no
density,NnkaN,no,3.131500000e+02,1.274200000e+03,1.600000000e+00,1.000000000e+05,0.000000000e+00,yes
density,NnkaN,no,3.131500000e+02,1.275000000e+03,1.600000000e+00,2.000000000e+06,0.000000000e+00,no
density,NnkaN,no,3.131500000e+02,1.275900000e+03,1.600000000e+00,4.000000000e+06,0.000000000e+00,no
density,NnkaN,no,3.131500000e+02,1.276800000e+03,1.600000000e+00,6.000000000e+06,0.000000000e+00,no
density,NnkaN,no,3.131500000e+02,1.277700000e+03,1.600000000e+00,8.000000000e+06,0.000000000e+00,no
density,NnkaN,no,3.131500000e+02,1.278600000e+03,1.600000000e+00,1.000000000e+07,0.000000000e+00,no
density,NnkaN,no,3.131500000e+02,1.279500000e+03,1.600000000e+00,1.200000000e+07,0.000000000e+00,no
density,NnkaN,no,3.131500000e+02,1.280400000e+03,1.600000000e+00,1.400000000e+07,0.000000000e+00,no
density,NnkaN,no,3.131500000e+02,1.283000000e+03,1.600000000e+00,2.000000000e+07,0.000000000e+00,no
density,NnkaN,no,3.131500000e+02,1.287300000e+03,1.600000000e+00,3.000000000e+07,0.000000000e+00,no
density,NnkaN,no,3.131500000e+02,1.291400000e+03,1.600000000e+00,4.000000000e+07,0.000000000e+00,no
density,NnkaN,no,3.131500000e+02,1.295400000e+03,1.700000000e+00,5.000000000e+07,0.000000000e+00,no
density,NnkaN,no,3.131500000e+02,1.299400000e+03,1.700000000e+00,6.000000000e+07,0.000000000e+00,no
density,NnkaN,no,3.181500000e+02,1.270400000e+03,1.600000000e+00,1.000000000e+05,0.000000000e+00,yes
density,NnkaN,no,3.181500000e+02,1.271300000e+03,1.600000000e+00,2.000000000e+06,0.000000000e+00,no
density,NnkaN,no,3.181500000e+02,1.272200000e+03,1.600000000e+00,4.000000000e+06,0.000000000e+00,no
density,NnkaN,no,3.181500000e+02,1.273100000e+03,1.600000000e+00,6.000000000e+06,0.000000000e+00,no
density,NnkaN,no,3.181500000e+02,1.274000000e+03,1.600000000e+00,8.000000000e+06,0.000000000e+00,no
density,NnkaN,no,3.181500000e+02,1.275000000e+03,1.600000000e+00,1.000000000e+07,0.000000000e+00,no
density,NnkaN,no,3.181500000e+02,1.275900000e+03,1.600000000e+00,1.200000000e+07,0.000000000e+00,no
density,NnkaN,no,3.181500000e+02,1.276700000e+03,1.600000000e+00,1.400000000e+07,0.000000000e+00,no
density,NnkaN,no,3.181500000e+02,1.279400000e+03,1.600000000e+00,2.000000000e+07,0.000000000e+00,no
density,NnkaN,no,3.181500000e+02,1.283700000e+03,1.600000000e+00,3.000000000e+07,0.000000000e+00,no
density,NnkaN,no,3.181500000e+02,1.287800000e+03,1.600000000e+00,4.000000000e+07,0.000000000e+00,no
density,NnkaN,no,3.181500000e+02,1.291900000e+03,1.600000000e+00,5.000000000e+07,0.000000000e+00,no
density,NnkaN,no,3.181500000e+02,1.295900000e+03,1.700000000e+00,6.000000000e+07,0.000000000e+00,no
density,NnkaN,no,3.231500000e+02,1.266700000e+03,1.600000000e+00,1.000000000e+05,0.000000000e+00,yes
density,NnkaN,no,3.231500000e+02,1.267600000e+03,1.600000000e+00,2.000000000e+06,0.000000000e+00,no
density,NnkaN,no,3.231500000e+02,1.268500000e+03,1.600000000e+00,4.000000000e+06,0.000000000e+00,no
density,NnkaN,no,3.231500000e+02,1.269500000e+03,1.600000000e+00,6.000000000e+06,0.000000000e+00,no
density,NnkaN,no,3.231500000e+02,1.270400000e+03,1.600000000e+00,8.000000000e+06,0.000000000e+00,no
density,NnkaN,no,3.231500000e+02,1.271300000e+03,1.600000000e+00,1.000000000e+07,0.000000000e+00,no
density,NnkaN,no,3.231500000e+02,1.272200000e+03,1.600000000e+00,1.200000000e+07,0.000000000e+00,no
density,NnkaN,no,3.231500000e+02,1.273100000e+03,1.600000000e+00,1.400000000e+07,0.000000000e+00,no
density,NnkaN,no,3.231500000e+02,1.275800000e+03,1.600000000e+00,2.000000000e+07,0.000000000e+00,no
density,NnkaN,no,3.231500000e+02,1.280100000e+03,1.600000000e+00,3.000000000e+07,0.000000000e+00,no
density,NnkaN,no,3.231500000e+02,1.284300000e+03,1.600000000e+00,4.000000000e+07,0.000000000e+00,no
density,NnkaN,no,3.231500000e+02,1.288400000e+03,1.600000000e+00,5.000000000e+07,0.000000000e+00,no
density,NnkaN,no,3.231500000e+02,1.292400000e+03,1.700000000e+00,6.000000000e+07,0.000000000e+00,no
density,OonLB,no,2.981500000e+02,1.288800000e+03,3.200000000e+00,1.013250000e+05,0.000000000e+00,yes
density,OonLB,no,3.031500000e+02,1.285000000e+03,3.200000000e+00,1.013250000e+05,0.000000000e+00,yes
density,OonLB,no,3.131500000e+02,1.277500000e+03,3.200000000e+00,1.013250000e+05,0.000000000e+00,yes
density,OonLB,no,3.231500000e+02,1.269900000e+03,3.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,OonLB,no,3.331500000e+02,1.262400000e+03,3.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,vuHBU,no,2.830000000e+02,1.291000000e+03,6.000000000e-01,1.013250000e+05,0.000000000e+00,yes
density,vuHBU,no,2.880000000e+02,1.287600000e+03,6.000000000e-01,1.013250000e+05,0.000000000e+00,yes
density,vuHBU,no,2.930000000e+02,1.283500000e+03,6.000000000e-01,1.013250000e+05,0.000000000e+00,yes
density,vuHBU,no,2.979000000e+02,1.280100000e+03,6.000000000e-01,1.013250000e+05,0.000000000e+00,yes
density,vuHBU,no,3.030000000e+02,1.276000000e+03,6.000000000e-01,1.013250000e+05,0.000000000e+00,yes
density,vuHBU,no,3.080000000e+02,1.272000000e+03,6.000000000e-01,1.013250000e+05,0.000000000e+00,yes
density,vuHBU,no,3.130000000e+02,1.268500000e+03,6.000000000e-01,1.013250000e+05,0.000000000e+00,yes
density,vuHBU,no,3.179000000e+02,1.265000000e+03,6.000000000e-01,1.013250000e+05,0.000000000e+00,yes
density,vuHBU,no,3.230000000e+02,1.261000000e+03,6.000000000e-01,1.013250000e+05,0.000000000e+00,yes
density,vuHBU,no,3.280000000e+02,1.257500000e+03,6.000000000e-01,1.013250000e+05,0.000000000e+00,yes
density,vuHBU,no,3.329000000e+02,1.253500000e+03,6.000000000e-01,1.013250000e+05,0.000000000e+00,yes
density,vuHBU,no,3.381000000e+02,1.249400000e+03,6.000000000e-01,1.013250000e+05,0.000000000e+00,yes
density,vuHBU,no,3.430000000e+02,1.246000000e+03,6.000000000e-01,1.013250000e+05,0.000000000e+00,yes
density,vuHBU,no,3.480000000e+02,1.241900000e+03,6.000000000e-01,1.013250000e+05,0.000000000e+00,yes
density,vuHBU,no,3.530000000e+02,1.239000000e+03,6.000000000e-01,1.013250000e+05,0.000000000e+00,yes
density,DSUyF,no,2.831500000e+02,1.292000000e+03,1.900000000e+00,1.013250000e+05,0.000000000e+00,yes
density,DSUyF,no,2.881500000e+02,1.288200000e+03,1.900000000e+00,1.013250000e+05,0.000000000e+00,yes
density,DSUyF,no,2.931500000e+02,1.284300000e+03,1.900000000e+00,1.013250000e+05,0.000000000e+00,yes
density,DSUyF,no,2.981500000e+02,1.280500000e+03,1.900000000e+00,1.013250000e+05,0.000000000e+00,yes
density,DSUyF,no,3.031500000e+02,1.276700000e+03,1.900000000e+00,1.013250000e+05,0.000000000e+00,yes
density,DSUyF,no,3.081500000e+02,1.272900000e+03,1.900000000e+00,1.013250000e+05,0.000000000e+00,yes
density,DSUyF,no,3.131500000e+02,1.269100000e+03,1.900000000e+00,1.013250000e+05,0.000000000e+00,yes
density,DSUyF,no,3.181500000e+02,1.265300000e+03,1.800000000e+00,1.013250000e+05,0.000000000e+00,yes
density,DSUyF,no,3.231500000e+02,1.261600000e+03,1.800000000e+00,1.013250000e+05,0.000000000e+00,yes
density,DSUyF,no,3.281500000e+02,1.257800000e+03,1.800000000e+00,1.013250000e+05,0.000000000e+00,yes
density,DSUyF,no,3.331500000e+02,1.254000000e+03,1.800000000e+00,1.013250000e+05,0.000000000e+00,yes
density,DSUyF,no,3.381500000e+02,1.250200000e+03,1.800000000e+00,1.013250000e+05,0.000000000e+00,yes
density,DSUyF,no,3.431500000e+02,1.246500000e+03,1.800000000e+00,1.013250000e+05,0.000000000e+00,yes
density,DSUyF,no,3.481500000e+02,1.242800000e+03,1.800000000e+00,1.013250000e+05,0.000000000e+00,yes
density,DSUyF,no,3.531500000e+02,1.239200000e+03,1.800000000e+00,1.013250000e+05,0.000000000e+00,yes
density,oqzhk,no,2.981000000e+02,1.290000000e+03,2.000000000e+01,1.013250000e+05,0.000000000e+00,yes
density,XlgSE,no,2.831000000e+02,1.304100000e+03,8.900000000e+00,1.013250000e+05,0.000000000e+00,yes
density,XlgSE,no,2.931500000e+02,1.297000000e+03,8.800000000e+00,1.013250000e+05,0.000000000e+00,yes
density,XlgSE,no,3.031500000e+02,1.289300000e+03,8.700000000e+00,1.013250000e+05,0.000000000e+00,yes
density,XlgSE,no,3.131500000e+02,1.281900000e+03,8.600000000e+00,1.013250000e+05,0.000000000e+00,yes
density,XlgSE,no,3.231500000e+02,1.274500000e+03,8.500000000e+00,1.013250000e+05,0.000000000e+00,yes
density,XlgSE,no,3.331500000e+02,1.267000000e+03,8.400000000e+00,1.013250000e+05,0.000000000e+00,yes
density,XlgSE,no,3.431500000e+02,1.259700000e+03,8.300000000e+00,1.013250000e+05,0.000000000e+00,yes
density,XlgSE,no,3.531500000e+02,1.252600000e+03,8.200000000e+00,1.013250000e+05,0.000000000e+00,yes
density,XlgSE,no,3.631500000e+02,1.245600000e+03,8.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,oMjaO,no,2.931500000e+02,1.283900000e+03,2.400000000e+00,1.013250000e+05,0.000000000e+00,yes
density,oMjaO,no,2.981500000e+02,1.279900000e+03,2.400000000e+00,1.013250000e+05,0.000000000e+00,yes
density,oMjaO,no,3.031500000e+02,1.276300000e+03,2.400000000e+00,1.013250000e+05,0.000000000e+00,yes
density,oMjaO,no,3.081500000e+02,1.272100000e+03,2.400000000e+00,1.013250000e+05,0.000000000e+00,yes
density,Mdqnp,no,2.931500000e+02,1.283900000e+03,1.500000000e+00,1.010000000e+05,0.000000000e+00,yes
density,Mdqnp,no,2.981500000e+02,1.279900000e+03,1.500000000e+00,1.010000000e+05,0.000000000e+00,yes
density,Mdqnp,no,3.031500000e+02,1.276300000e+03,1.400000000e+00,1.010000000e+05,0.000000000e+00,yes
density,Mdqnp,no,3.081500000e+02,1.272100000e+03,1.400000000e+00,1.010000000e+05,0.000000000e+00,yes
density,vGhYJ,no,2.931500000e+02,1.283900000e+03,1.900000000e+00,1.013250000e+05,0.000000000e+00,yes
density,vGhYJ,no,2.981500000e+02,1.279900000e+03,1.900000000e+00,1.013250000e+05,0.000000000e+00,yes
density,vGhYJ,no,3.031500000e+02,1.276300000e+03,1.900000000e+00,1.013250000e+05,0.000000000e+00,yes
density,vGhYJ,no,3.081500000e+02,1.272100000e+03,1.900000000e+00,1.013250000e+05,0.000000000e+00,yes
density,yxCzq,no,2.931500000e+02,1.283900000e+03,1.700000000e+00,1.013250000e+05,0.000000000e+00,yes
density,yxCzq,no,2.981500000e+02,1.279900000e+03,1.700000000e+00,1.013250000e+05,0.000000000e+00,yes
density,yxCzq,no,3.031500000e+02,1.276300000e+03,1.700000000e+00,1.013250000e+05,0.000000000e+00,yes
density,yxCzq,no,3.081500000e+02,1.272100000e+03,1.700000000e+00,1.013250000e+05,0.000000000e+00,yes
density,kxQSU,no,2.981500000e+02,1.279900000e+03,1.500000000e+00,1.013250000e+05,0.000000000e+00,yes
density,VpNJa,no,2.931500000e+02,1.283900000e+03,1.500000000e+00,1.013250000e+05,0.000000000e+00,yes
density,VpNJa,no,2.981500000e+02,1.280000000e+03,1.500000000e+00,1.013250000e+05,0.000000000e+00,yes
density,VpNJa,no,3.031500000e+02,1.276300000e+03,1.500000000e+00,1.013250000e+05,0.000000000e+00,yes
density,VpNJa,no,3.081500000e+02,1.272100000e+03,1.400000000e+00,1.013250000e+05,0.000000000e+00,yes
density,PcTrX,no,2.931500000e+02,1.283900000e+03,1.700000000e+00,1.013250000e+05,0.000000000e+00,yes
density,PcTrX,no,2.981500000e+02,1.280000000e+03,1.700000000e+00,1.013250000e+05,0.000000000e+00,yes
density,PcTrX,no,3.031500000e+02,1.276300000e+03,1.700000000e+00,1.013250000e+05,0.000000000e+00,yes
density,PcTrX,no,3.081500000e+02,1.272100000e+03,1.700000000e+00,1.013250000e+05,0.000000000e+00,yes
density,RFZyQ,no,2.931500000e+02,1.283900000e+03,1.700000000e+00,1.013250000e+05,0.000000000e+00,yes
density,RFZyQ,no,2.981500000e+02,1.280000000e+03,1.700000000e+00,1.013250000e+05,0.000000000e+00,yes
density,RFZyQ,no,3.031500000e+02,1.276300000e+03,1.700000000e+00,1.013250000e+05,0.000000000e+00,yes
density,RFZyQ,no,3.081500000e+02,1.272100000e+03,1.700000000e+00,1.013250000e+05,0.000000000e+00,yes
density,uQrEG,no,2.931500000e+02,1.283900000e+03,1.500000000e+00,1.013250000e+05,0.000000000e+00,yes
density,uQrEG,no,2.981500000e+02,1.279900000e+03,1.500000000e+00,1.013250000e+05,0.000000000e+00,yes
density,uQrEG,no,3.031500000e+02,1.276300000e+03,1.500000000e+00,1.013250000e+05,0.000000000e+00,yes
density,uQrEG,no,3.081500000e+02,1.272100000e+03,1.400000000e+00,1.013250000e+05,0.000000000e+00,yes
density,Kcvdy,no,2.931500000e+02,1.283900000e+03,1.700000000e+00,1.013250000e+05,0.000000000e+00,yes
density,Kcvdy,no,2.981500000e+02,1.279900000e+03,1.700000000e+00,1.013250000e+05,0.000000000e+00,yes
density,Kcvdy,no,3.031500000e+02,1.276300000e+03,1.700000000e+00,1.013250000e+05,0.000000000e+00,yes
density,Kcvdy,no,3.081500000e+02,1.272100000e+03,1.700000000e+00,1.013250000e+05,0.000000000e+00,yes
density,oWVmD,no,2.981500000e+02,1.279900000e+03,2.000000000e+00,1.013250000e+05,0.000000000e+00,yes
density,yywPN,no,2.931500000e+02,1.283900000e+03,1.500000000e+00,1.013250000e+05,0.000000000e+00,yes
density,yywPN,no,2.981500000e+02,1.279900000e+03,1.500000000e+00,1.013250000e+05,0.000000000e+00,yes
density,yywPN,no,3.031500000e+02,1.276300000e+03,1.500000000e+00,1.013250000e+05,0.000000000e+00,yes
density,yywPN,no,3.081500000e+02,1.272100000e+03,1.400000000e+00,1.013250000e+05,0.000000000e+00,yes
density,GbsRj,no,2.931500000e+02,1.283900000e+03,1.700000000e+00,1.013250000e+05,0.000000000e+00,yes
density,GbsRj,no,2.981500000e+02,1.279900000e+03,1.700000000e+00,1.013250000e+05,0.000000000e+00,yes
density,GbsRj,no,3.031500000e+02,1.276300000e+03,1.700000000e+00,1.013250000e+05,0.000000000e+00,yes
density,GbsRj,no,3.081500000e+02,1.272100000e+03,1.700000000e+00,1.013250000e+05,0.000000000e+00,yes
density,HvNKE,no,2.850000000e+02,1.290000000e+03,7.000000000e+00,1.013250000e+05,0.000000000e+00,yes
density,HvNKE,no,2.900000000e+02,1.286000000e+03,7.000000000e+00,1.013250000e+05,0.000000000e+00,yes
density,HvNKE,no,2.950000000e+02,1.282000000e+03,7.000000000e+00,1.013250000e+05,0.000000000e+00,yes
density,HvNKE,no,3.000000000e+02,1.279000000e+03,7.000000000e+00,1.013250000e+05,0.000000000e+00,yes
density,HvNKE,no,3.050000000e+02,1.275000000e+03,7.000000000e+00,1.013250000e+05,0.000000000e+00,yes
density,AYIJU,no,2.970000000e+02,1.279000000e+03,8.000000000e+00,1.013250000e+05,0.000000000e+00,yes
density,Kstuc,no,2.931500000e+02,1.283900000e+03,1.500000000e+00,1.013250000e+05,0.000000000e+00,yes
density,Kstuc,no,2.981500000e+02,1.279900000e+03,1.500000000e+00,1.013250000e+05,0.000000000e+00,yes
density,Kstuc,no,3.031500000e+02,1.276300000e+03,1.500000000e+00,1.013250000e+05,0.000000000e+00,yes
density,Kstuc,no,3.081500000e+02,1.272100000e+03,1.400000000e+00,1.013250000e+05,0.000000000e+00,yes
density,AWnwi,no,2.931500000e+02,1.283900000e+03,1.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,AWnwi,no,2.981500000e+02,1.280000000e+03,1.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,AWnwi,no,3.031500000e+02,1.276200000e+03,1.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,AWnwi,no,3.081500000e+02,1.272400000e+03,1.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,AWnwi,no,3.131500000e+02,1.268600000e+03,1.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,AWnwi,no,3.181500000e+02,1.264900000e+03,1.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,AWnwi,no,3.231500000e+02,1.261200000e+03,1.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,AWnwi,no,3.281500000e+02,1.257400000e+03,1.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,AWnwi,no,3.331500000e+02,1.253800000e+03,1.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,AWnwi,no,3.381500000e+02,1.250100000e+03,1.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,AWnwi,no,3.431500000e+02,1.246500000e+03,1.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,qVBzT,no,2.932000000e+02,1.288400000e+03,3.200000000e+00,1.013250000e+05,0.000000000e+00,yes
density,qVBzT,no,2.982000000e+02,1.282300000e+03,3.200000000e+00,1.013250000e+05,0.000000000e+00,yes
density,qVBzT,no,2.992000000e+02,1.281600000e+03,3.200000000e+00,1.013250000e+05,0.000000000e+00,yes
density,qVBzT,no,3.002000000e+02,1.280800000e+03,3.200000000e+00,1.013250000e+05,0.000000000e+00,yes
density,qVBzT,no,3.012000000e+02,1.280100000e+03,3.200000000e+00,1.013250000e+05,0.000000000e+00,yes
density,qVBzT,no,3.022000000e+02,1.279400000e+03,3.200000000e+00,1.013250000e+05,0.000000000e+00,yes
density,qVBzT,no,3.032000000e+02,1.278700000e+03,3.200000000e+00,1.013250000e+05,0.000000000e+00,yes
density,qVBzT,no,3.042000000e+02,1.277900000e+03,3.200000000e+00,1.013250000e+05,0.000000000e+00,yes
density,qVBzT,no,3.052000000e+02,1.277200000e+03,3.200000000e+00,1.013250000e+05,0.000000000e+00,yes
density,qVBzT,no,3.062000000e+02,1.276500000e+03,3.200000000e+00,1.013250000e+05,0.000000000e+00,yes
density,qVBzT,no,3.072000000e+02,1.275800000e+03,3.200000000e+00,1.013250000e+05,0.000000000e+00,yes
density,qVBzT,no,3.082000000e+02,1.275000000e+03,3.200000000e+00,1.013250000e+05,0.000000000e+00,yes
density,qVBzT,no,3.132000000e+02,1.271400000e+03,3.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,qVBzT,no,3.182000000e+02,1.267800000e+03,3.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,qVBzT,no,3.232000000e+02,1.264200000e+03,3.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,qVBzT,no,3.332000000e+02,1.256900000e+03,3.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,qVBzT,no,3.432000000e+02,1.249700000e+03,3.000000000e+00,1.013250000e+05,0.000000000e+00,yes
density,qVBzT,no,3.532000000e+02,1.242400000e+03,3.000000000e+00,1.013250000e+05,0.000000000e+00,yes
density,lKXxf,no,2.981500000e+02,1.277600000e+03,2.000000000e+00,1.013000000e+05,0.000000000e+00,yes
density,lKXxf,no,3.081500000e+02,1.269900000e+03,2.000000000e+00,1.013000000e+05,0.000000000e+00,yes
density,lKXxf,no,3.181500000e+02,1.262100000e+03,2.000000000e+00,1.013000000e+05,0.000000000e+00,yes
density,lKXxf,no,3.281500000e+02,1.254600000e+03,2.000000000e+00,1.013000000e+05,0.000000000e+00,yes
density,auiwj,no,2.981500000e+02,1.280400000e+03,1.500000000e+00,1.010000000e+05,0.000000000e+00,yes
density,gfvGD,no,2.981500000e+02,1.283700000e+03,1.500000000e+00,1.010000000e+05,0.000000000e+00,yes
density,ticPQ,no,2.981500000e+02,1.280400000e+03,8.900000000e+00,1.010000000e+05,0.000000000e+00,yes
density,ticPQ,no,2.981500000e+02,1.283700000e+03,9.000000000e+00,1.010000000e+05,0.000000000e+00,yes
density,clMTw,no,2.781000000e+02,1.293800000e+03,3.200000000e+00,1.013250000e+05,0.000000000e+00,yes
density,clMTw,no,2.881500000e+02,1.288000000e+03,3.200000000e+00,1.013250000e+05,0.000000000e+00,yes
density,clMTw,no,2.981500000e+02,1.280100000e+03,3.200000000e+00,1.013250000e+05,0.000000000e+00,yes
density,clMTw,no,3.081500000e+02,1.272500000e+03,3.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,clMTw,no,3.181500000e+02,1.265100000e+03,3.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,clMTw,no,3.281500000e+02,1.256900000e+03,3.100000000e+00,1.013250000e+05,0.000000000e+00,yes
density,clMTw,no,3.381500000e+02,1.250200000e+03,3.000000000e+00,1.013250000e+05,0.000000000e+00,yes
density,MuiAI,no,3.132000000e+02,1.274000000e+03,5.000000000e+00,1.000000000e+07,0.000000000e+00,no
density,MuiAI,no,3.326000000e+02,1.259000000e+03,5.000000000e+00,1.000000000e+07,0.000000000e+00,no
density,MuiAI,no,3.527000000e+02,1.244000000e+03,5.000000000e+00,1.000000000e+07,0.000000000e+00,no
density,MuiAI,no,3.728000000e+02,1.230000000e+03,4.000000000e+00,1.000000000e+07,0.000000000e+00,no
density,MuiAI,no,3.929000000e+02,1.216000000e+03,4.000000000e+00,1.000000000e+07,0.000000000e+00,no
density,MuiAI,no,4.130000000e+02,1.202000000e+03,4.000000000e+00,1.000000000e+07,0.000000000e+00,no
density,MuiAI,no,4.329000000e+02,1.189000000e+03,4.000000000e+00,1.000000000e+07,0.000000000e+00,no
density,MuiAI,no,4.526000000e+02,1.176000000e+03,4.000000000e+00,1.000000000e+07,0.000000000e+00,no
density,MuiAI,no,4.724000000e+02,1.163000000e+03,4.000000000e+00,1.000000000e+07,0.000000000e+00,no
density,MuiAI,no,3.132000000e+02,1.278000000e+03,5.000000000e+00,2.000000000e+07,0.000000000e+00,no
density,MuiAI,no,3.326000000e+02,1.264000000e+03,5.000000000e+00,2.000000000e+07,0.000000000e+00,no
density,MuiAI,no,3.527000000e+02,1.249000000e+03,5.000000000e+00,2.000000000e+07,0.000000000e+00,no
density,MuiAI,no,3.728000000e+02,1.235000000e+03,4.000000000e+00,2.000000000e+07,0.000000000e+00,no
density,MuiAI,no,3.929000000e+02,1.221000000e+03,4.000000000e+00,2.000000000e+07,0.000000000e+00,no
density,MuiAI,no,4.130000000e+02,1.208000000e+03,4.000000000e+00,2.000000000e+07,0.000000000e+00,no
density,MuiAI,no,4.329000000e+02,1.195000000e+03,4.000000000e+00,2.000000000e+07,0.000000000e+00,no
density,MuiAI,no,4.526000000e+02,1.182000000e+03,4.000000000e+00,2.000000000e+07,0.000000000e+00,no
density,MuiAI,no,4.724000000e+02,1.169000000e+03,4.000000000e+00,2.000000000e+07,0.000000000e+00,no
density,MuiAI,no,3.132000000e+02,1.282000000e+03,5.000000000e+00,3.000000000e+07,0.000000000e+00,no
density,MuiAI,no,3.326000000e+02,1.268000000e+03,5.000000000e+00,3.000000000e+07,0.000000000e+00,no
density,MuiAI,no,3.527000000e+02,1.254000000e+03,5.000000000e+00,3.000000000e+07,0.000000000e+00,no
density,MuiAI,no,3.728000000e+02,1.240000000e+03,4.000000000e+00,3.000000000e+07,0.000000000e+00,no
density,MuiAI,no,3.929000000e+02,1.227000000e+03,4.000000000e+00,3.000000000e+07,0.000000000e+00,no
density,MuiAI,no,4.130000000e+02,1.213000000e+03,4.000000000e+00,3.000000000e+07,0.000000000e+00,no
density,MuiAI,no,4.329000000e+02,1.200000000e+03,4.000000000e+00,3.000000000e+07,0.000000000e+00,no
density,MuiAI,no,4.526000000e+02,1.188000000e+03,4.000000000e+00,3.000000000e+07,0.000000000e+00,no
density,MuiAI,no,4.724000000e+02,1.175000000e+03,4.000000000e+00,3.000000000e+07,0.000000000e+00,no
density,MuiAI,no,3.132000000e+02,1.287000000e+03,5.000000000e+00,4.000000000e+07,0.000000000e+00,no
density,MuiAI,no,3.326000000e+02,1.273000000e+03,5.000000000e+00,4.000000000e+07,0.000000000e+00,no
density,MuiAI,no,3.527000000e+02,1.259000000e+03,5.000000000e+00,4.000000000e+07,0.000000000e+00,no
density,MuiAI,no,3.728000000e+02,1.245000000e+03,5.000000000e+00,4.000000000e+07,0.000000000e+00,no
density,MuiAI,no,3.929000000e+02,1.232000000e+03,4.000000000e+00,4.000000000e+07,0.000000000e+00,no
density,MuiAI,no,4.130000000e+02,1.219000000e+03,4.000000000e+00,4.000000000e+07,0.000000000e+00,no
density,MuiAI,no,4.329000000e+02,1.206000000e+03,4.000000000e+00,4.000000000e+07,0.000000000e+00,no
density,MuiAI,no,4.526000000e+02,1.193000000e+03,4.000000000e+00,4.000000000e+07,0.000000000e+00,no
density,MuiAI,no,4.724000000e+02,1.181000000e+03,4.000000000e+00,4.000000000e+07,0.000000000e+00,no
